,Name,image_link,tickets_url,start_date,start_time,end_date,end_time,venue,address_1,address_2,organizer,organizer_url,url
58,Basic Life Support for Dentists Level 2 Classroom Course,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F437750999%2F75251908649%2F1%2Foriginal.20200424-103026?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C19%2C960%2C480&s=cb0f3a80faf930b6652c71d4b8a128bf,https://www.eventbrite.com/checkout-external?eid=532085470967,2023-11-08,09:30,2023-11-08,15:30,"Holiday Inn Mumbai International Airport, an IHG Hotel",Junction Andheri - Kurla Road,,Fitzcharles Training Ltd,https://www.eventbrite.co.uk/o/fitzcharles-training-ltd-8482180526,https://www.eventbrite.co.uk/e/basic-life-support-for-dentists-level-2-classroom-course-tickets-532085470967
59,How to Elevate Workplace Culture and Maximize Productivity,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F516473839%2F1429962666563%2F1%2Foriginal.20230517-043656?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=4348f818ffd0ab15662a930bc4eecbbb,https://www.eventbrite.com/checkout-external?eid=596981526817,2023-06-13,19:00,2023-06-13,20:00,ONLINE EVENT,"Ground Floor, Sky Vista, Airport Rd, next to Eminence IT Park","Mhada Colony, Viman Naga",Samex,https://www.eventbrite.com/o/samex-30664624248,https://www.eventbrite.com/e/how-to-elevate-workplace-culture-and-maximize-productivity-tickets-596981526817
60,Clean India Show 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409570549%2F1313816364053%2F1%2Foriginal.20221214-052138?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=60c0c45c35bc53975d01d6f231299bbc,https://www.eventbrite.com/checkout-external?eid=488385673697,2023-09-13,10:00,2023-09-15,18:00,NESCO,NESCO Center Western Express Highway,"Goregaon (East), Mumbai 400063",Virtual Info Systems,https://www.eventbrite.com/o/virtual-info-systems-58247618033,https://www.eventbrite.com/e/clean-india-show-2023-tickets-488385673697
61,HH DRAMA gongyan try,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F419293309%2F1337787032333%2F1%2Foriginal.20230106-095011?w=300&auto=format%2Ccompress&q=75&sharp=10&s=3fb53f628e4506d4a5ad6995ca5ee0b1,https://www.eventbrite.com/checkout-external?eid=507321691837,2023-12-04,20:00,2023-12-04,22:00,Hinjawadi,115,Apt,HIN HUA ahaha,https://www.eventbrite.com/o/hin-hua-ahaha-59003794473,https://www.eventbrite.com/e/hh-drama-gongyan-try-tickets-507321691837
62,Singula Ruby Meetup Online,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524372779%2F1341866137583%2F1%2Foriginal.20230529-045218?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=2d7fcddf0c1d278dc87c0119198ed085,https://www.eventbrite.com/checkout-external?eid=645146609877,2023-06-22,21:30,2023-06-22,23:30,Online,Online,,Singula Team,https://www.eventbrite.com/o/singula-team-59137312603,https://www.eventbrite.com/e/singula-ruby-meetup-online-tickets-645146609877
63,Salam Mirror India - International Consumer Show,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532295159%2F1596810341583%2F1%2Foriginal.20230608-195442?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=58cda18df779b4a0039c741b2ee1393e,https://www.eventbrite.com/checkout-external?eid=654286627917,2024-01-05,10:00,2024-01-07,22:00,Sir Elly Kadoorie School and Junior College,Shivdas Champsi Road,,Dolo Media Enterprise,https://www.eventbrite.com/o/dolo-media-enterprise-67047619843,https://www.eventbrite.com/e/salam-mirror-india-international-consumer-show-tickets-654286627917
64,Unveiling the Latest Trends in Fashion: Join Us at Fashion Affair Expo,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F506641689%2F301698109321%2F1%2Foriginal.20230503-141820?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C23%2C1922%2C961&s=2e284985080820cf33086ff10741bfdf,https://www.eventbrite.com/checkout-external?eid=630080005257,2023-06-09,11:00,2023-06-11,19:00,World Trade Center Mumbai,World Trade Center,Cuffe Parade,Affairs Events & Exhibitions,https://www.eventbrite.com/o/affairs-events-amp-exhibitions-19973012211,https://www.eventbrite.com/e/unveiling-the-latest-trends-in-fashion-join-us-at-fashion-affair-expo-tickets-630080005257
65,Space Carnival - By Foundree,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F530095639%2F1520178709003%2F1%2Foriginal.20230606-104953?w=370&auto=format%2Ccompress&q=75&sharp=10&s=fa523dd9c1a7712516eca12abb3d4650,https://www.eventbrite.com/checkout-external?eid=651727363087,2023-06-10,10:30,2023-06-10,13:00,Vasant Vihar,Foundree Preschool & Daycare,"Gr. Floor, Pawar Properties, Opp. Siddhachal Club, Vasant Vihar, Thane, Mumbai – 400 610.",Foundree Preschool & Daycare,https://www.eventbrite.com/o/foundree-preschool-amp-daycare-64877454283,https://www.eventbrite.com/e/space-carnival-by-foundree-tickets-651727363087
66,"British Boarding Schools Show, Mumbai 2022",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F219269319%2F141233138653%2F1%2Foriginal.20220127-110458?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=e5a6de0c658a636c0cd155509a4a6c7c,https://www.eventbrite.com/checkout-external?eid=256757206717,2023-10-07,10:30,2023-10-07,17:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,Next Step Exhibitions Ltd,https://www.eventbrite.co.uk/o/next-step-exhibitions-ltd-9762683740,https://www.eventbrite.co.uk/e/british-boarding-schools-show-mumbai-2022-tickets-256757206717
67,PINK ALMARI: RAKHI & TROUSSEAU EDIT,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F496087559%2F1394112791873%2F1%2Foriginal.20230419-095515?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C64%2C514%2C257&s=6206a0b3c439bddc71d7a4af8682eb5e,https://www.eventbrite.com/checkout-external?eid=620623681137,2023-07-14,11:00,2023-07-14,19:00,Blue Sea Catering and Banquets,11 Khan Abdul Gaffar Khan Road,,MARRIAGE MANTRA,https://www.eventbrite.com/o/marriage-mantra-63293554053,https://www.eventbrite.com/e/pink-almari-rakhi-trousseau-edit-tickets-620623681137
68,glasspro INDIA 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F444952959%2F1394395889783%2F1%2Foriginal.20230213-102912?w=450&auto=format%2Ccompress&q=75&sharp=10&s=c43d9a2e932227a7fad04c22e7f47407,https://www.eventbrite.com/checkout-external?eid=545927181897,2023-09-14,09:00,2023-09-16,18:00,Bombay Exhibition Centre,Hall No. 2,goregaon east,Messe Düsseldorf India Pvt. Ltd.,https://www.eventbrite.com/o/messe-dusseldorf-india-pvt-ltd-60786667833,https://www.eventbrite.com/e/glasspro-india-2023-tickets-545927181897
69,"Mumbai's Big Business, Tech & Entrepreneur Professional Networking Soriee",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125132761%2F5509431938%2F1%2Foriginal.20191012-224031?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C820%2C410&s=3d83fff750a1ba877c6cb4374317b707,https://www.eventbrite.com/checkout-external?eid=140043498875,2023-11-27,18:00,2023-11-27,21:00,Food Court - Citi Mall,"New Link Rd, Phase D, Shastri Nagar",Shastri Nagar,,https://www.eventbrite.com/o/555340360,https://www.eventbrite.com/e/mumbais-big-business-tech-entrepreneur-professional-networking-soriee-tickets-140043498875
70,SCPC-Henkel dx Hackathon 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F523912229%2F1078559966703%2F1%2Foriginal.20230527-175016?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2480%2C1240&s=f90d91b5b992bbb7e73984c09d7d92c4,https://www.eventbrite.com/checkout-external?eid=644419214217,2023-06-23,08:30,2023-06-23,13:00,S. P. Jain Institute of Management and Research,"Andheri West,",,SCPC & Henkel dx,https://www.eventbrite.com/o/scpc-amp-henkel-dx-66496146363,https://www.eventbrite.com/e/scpc-henkel-dx-hackathon-2023-tickets-644419214217
71,Devfest Mumbai 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F482882899%2F232577276871%2F1%2Foriginal.20230401-103841?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=9f1929e9bfb88bb0130e8d559b2de81e,https://www.eventbrite.com/checkout-external?eid=605705691027,2023-10-21,10:00,2023-10-21,18:00,Jio World Garden,"G Block BKC, Bandra Kurla Complex",,GDG MAD and GDG Cloud Mumbai,https://www.eventbrite.com/o/gdg-mad-and-gdg-cloud-mumbai-26299119135,https://www.eventbrite.com/e/devfest-mumbai-2023-tickets-605705691027
72,GIFTEX'23,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513339079%2F1492622818623%2F1%2Foriginal.20230512-052148?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C21%2C1280%2C640&s=fb529b3c7d9044ec3173946f8f8ae30f,https://www.eventbrite.com/checkout-external?eid=635213840697,2023-08-08,10:30,2023-08-11,19:30,Nehru Centre Art Gallery,Doctor Annie Besant Road,,Giftex India,https://www.eventbrite.com/o/giftex-india-64078470273,https://www.eventbrite.com/e/giftex23-tickets-635213840697
73,iSC Talks 8.0,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F527737939%2F278700039907%2F1%2Foriginal.20230602-102911?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C50%2C1600%2C800&s=36e57d3dbff382ce6b618ab6c82aefb4,https://www.eventbrite.com/checkout-external?eid=641306624377,2023-06-17,10:00,2023-06-17,17:00,Mindspace Malad,New Link Road,,iSchoolConnect,https://www.eventbrite.com/o/ischoolconnect-18037410182,https://www.eventbrite.com/e/isc-talks-80-tickets-641306624377
74,Maharashtra Moving Forward: Fifteen Legal Reforms for the State,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524429539%2F1578622541993%2F1%2Foriginal.20230529-092358?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1370%2C685&s=959acc98d1850750059efe1fdc297cab,https://www.eventbrite.com/checkout-external?eid=645200370677,2023-06-09,17:00,2023-06-09,19:30,Yashwantrao Chavan Centre.,7/8 General Jagannath Bhosle Road,,Vidhi Centre for Legal Policy,https://www.eventbrite.com/o/vidhi-centre-for-legal-policy-66534905793,https://www.eventbrite.com/e/maharashtra-moving-forward-fifteen-legal-reforms-for-the-state-tickets-645200370677
75,My Role in the Universe – Lessons from Kybalion,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F472554729%2F260609694756%2F1%2Foriginal.20230319-171505?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4cd488c0c50d6b38d3611e57cd5a57dc,https://www.eventbrite.com/checkout-external?eid=594051543157,2023-06-11,18:00,2023-06-11,20:00,New Acropolis Pune branch,"Plot no.22, Gangajanan Society","Lane No. 7, Koregaon Park, South Main Road",New Acropolis Pune,https://www.eventbrite.com/o/new-acropolis-pune-17461826101,https://www.eventbrite.com/e/my-role-in-the-universe-lessons-from-kybalion-tickets-594051543157
76,Startups: Develop Innovative Product with Minimum Viable Thinking,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F531255749%2F262347974128%2F1%2Foriginal.20201207-213439?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C63%2C2078%2C1039&s=66a01a430f68ea055a89385f01afd02e,https://www.eventbrite.com/checkout-external?eid=652999508107,2023-06-14,19:00,2023-06-14,22:00,Mindshop Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/startups-develop-innovative-product-with-minimum-viable-thinking-tickets-652999508107
77,"Work in Europe / Sweden - Jobs, Employers, Work Visa (MUM)",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F317564449%2F532420644249%2F1%2Foriginal.20220319-052311?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7282ec5a72ede2917d61df64a1e9617c,https://www.eventbrite.com/checkout-external?eid=644130149617,2023-06-13,19:00,2023-06-13,20:00,"Regus - Mumbai, Platina 11F-BKC",Bandra Kurla Complex Road,,English Jobs Sweden,https://www.eventbrite.com/o/english-jobs-sweden-33101156413,https://www.eventbrite.com/e/work-in-europe-sweden-jobs-employers-work-visa-mum-tickets-644130149617
78,Jewellery World - Premium Jewellery Exhibition,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F517388619%2F312242468755%2F1%2Foriginal.20230518-062435?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C486%2C1080%2C540&s=61b6d8a385c73015c7ae3e7069ab65c7,https://www.eventbrite.com/checkout-external?eid=638532898087,2023-07-21,10:00,2023-07-23,19:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,BookMyStall,https://www.eventbrite.com/o/bookmystall-28264905989,https://www.eventbrite.com/e/jewellery-world-premium-jewellery-exhibition-tickets-638532898087
79,"Fashion Affair | 16 - 17 June [ Hotel Tulip Star, Juhu, Mumbai ]",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F514800139%2F301698109321%2F1%2Foriginal.20230515-111858?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1920%2C960&s=f5179050de6186b88f3f95785225ec23,https://www.eventbrite.com/checkout-external?eid=636461803387,2023-06-16,11:00,2023-06-17,20:00,Tulip Star Hotel,23-B Vaikunthlal Mehta Road,,Affairs Events & Exhibitions,https://www.eventbrite.com/o/affairs-events-amp-exhibitions-19973012211,https://www.eventbrite.com/e/fashion-affair-16-17-june-hotel-tulip-star-juhu-mumbai-tickets-636461803387
80,Global Education Fair - 2023 | Pune,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524375019%2F153129564763%2F1%2Foriginal.20230529-054752?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1920%2C960&s=08d4bfab56cd819c6e8a3934cd7c76e8,https://www.eventbrite.com/checkout-external?eid=645148986987,2023-06-11,10:00,2023-06-11,18:00,Hyatt Pune,88 Nagar Road,,upGrad Abroad,https://www.eventbrite.com/o/upgrad-abroad-57200589783,https://www.eventbrite.com/e/global-education-fair-2023-pune-tickets-645148986987
81,KLINIKUM| Healthcare Innovation Trends,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F486844359%2F262347974128%2F1%2Foriginal.20220412-184602?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1790%2C895&s=0092a6dc91a286bcce3bbfb15418baf4,https://www.eventbrite.com/checkout-external?eid=611101760817,2023-06-14,19:00,2023-06-14,22:00,Klinikum Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/klinikum-healthcare-innovation-trends-tickets-611101760817
82,ALGORYTHM™| Intro to Machine Learning,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F333111799%2F262347974128%2F1%2Foriginal.20220727-130048?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C98%2C1920%2C960&s=9bf35b012de671ec4ce70d1d2f02e51d,https://www.eventbrite.com/checkout-external?eid=400184611947,2023-06-15,19:00,2023-06-15,22:00,Algorythm Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/algorythmtm-intro-to-machine-learning-tickets-400184611947
83,Basic Life Support for Healthcare Professionals Level 2 Classroom Course,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F437749679%2F75251908649%2F1%2Foriginal.20200424-103026?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C19%2C960%2C480&s=32ac7c080e295c81acacc4bce0e5dea5,https://www.eventbrite.com/checkout-external?eid=532084989527,2023-11-07,14:00,2023-11-07,18:00,"Holiday Inn Mumbai International Airport, an IHG Hotel",Junction Andheri - Kurla Road,,Fitzcharles Training Ltd,https://www.eventbrite.co.uk/o/fitzcharles-training-ltd-8482180526,https://www.eventbrite.co.uk/e/basic-life-support-for-healthcare-professionals-level-2-classroom-course-tickets-532084989527
84,"VIRTUAL SOFTWARE DEVELOPMENT CONFERENCE Vadodara, India",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513430449%2F1083060350403%2F1%2Foriginal.20230511-074924?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C81%2C1920%2C960&s=c74e97e6faaa2f6931d733ae488e7e14,https://www.eventbrite.com/checkout-external?eid=635289125877,2023-11-15,12:30,2023-11-17,20:30,Online,"INOX - Korum MallEastern Express Highway, Thane, MH, 400606",,BUILD STUFF,https://www.eventbrite.com/o/build-stuff-51333626523,https://www.eventbrite.com/e/virtual-software-development-conference-vadodara-india-tickets-635289125877
85,GLOBAL STARTUPS CLUB l STARTUP NETWORKING,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F530087909%2F3494980802%2F1%2Foriginal.20230606-103519?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=25d551c4807ea12d8a4c8b73f789dd40,https://www.eventbrite.com/checkout-external?eid=651672117847,2023-07-01,21:30,2023-07-02,00:30,Quest Coworks,5th floor,,MOJO STARTUP PVT LTD,https://www.eventbrite.com/o/mojo-startup-pvt-ltd-58623843303,https://www.eventbrite.com/e/global-startups-club-l-startup-networking-tickets-651672117847
86,Career in Fashion Design,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F531918089%2F456306205862%2F1%2Foriginal.20230608-122121?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6750%2C3375&s=7c8933fa9b685b41c88f38f08e2bb320,https://www.eventbrite.com/checkout-external?eid=653870683817,2023-06-11,10:30,2023-06-11,11:30,"Le Mark School of Art, Andheri",Cosmopolitan Education Society Marg,,Le Mark School Of Art,https://www.eventbrite.com/o/le-mark-school-of-art-30593860344,https://www.eventbrite.com/e/career-in-fashion-design-tickets-653870683817
87,Vedic Chanting and stotram,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F468324399%2F537738506521%2F1%2Foriginal.20230314-073558?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C360%2C1586%2C793&s=ca6df4ee3d5b38a7892afffc4b34675e,https://www.eventbrite.com/checkout-external?eid=586881788227,2023-06-16,16:00,2023-06-16,17:00,Mayfair Mystic,17-9 Tilak Road,,All India Chinmaya Yuva Kendra,https://www.eventbrite.com/o/all-india-chinmaya-yuva-kendra-59710486933,https://www.eventbrite.com/e/vedic-chanting-and-stotram-tickets-586881788227
88,CXO Cloud Summit and Awards 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F507361429%2F1430021465293%2F1%2Foriginal.20230504-072839?w=270&auto=format%2Ccompress&q=75&sharp=10&s=9afe277b1d76415762f953678e9ddb98,https://www.eventbrite.com/checkout-external?eid=623433104197,2023-06-23,17:00,2023-06-24,09:00,Mumbai,mumbai,,TechPlus Media PVT LTD.,https://www.eventbrite.com/o/techplus-media-pvt-ltd-61945775183,https://www.eventbrite.com/e/cxo-cloud-summit-and-awards-2023-tickets-623433104197
89,WOFX - World Furniture Expo,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F502178559%2F1525760560353%2F1%2Foriginal.20230427-095428?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C600%2C300&s=562e6d20baed2d7790ed21cd8745aa62,https://www.eventbrite.com/checkout-external?eid=626084775417,2023-11-28,10:00,2023-11-30,18:00,Bombay Exhibition Centre,NESCO,Goregaon,Worldex India Exhibition & Promotion Pvt. Ltd.,https://www.eventbrite.com/o/worldex-india-exhibition-amp-promotion-pvt-ltd-65057717353,https://www.eventbrite.com/e/wofx-world-furniture-expo-tickets-626084775417
90,Speed Reading Crash Course - Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F408904039%2F768571642273%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7748db42f63d1661fbb214f3aee62b31,https://www.eventbrite.com/checkout-external?eid=487231892707,2023-06-13,20:30,2023-06-13,21:30,Mumbai,[ONLINE EVENT],,Iris Reading,https://www.eventbrite.com/o/iris-reading-58158045383,https://www.eventbrite.com/e/speed-reading-crash-course-mumbai-tickets-487231892707
91,Canada Immigration - Live Q&A (Mumbai),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F469463529%2F1432415879683%2F1%2Foriginal.20230315-105940?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7fff008a51378ebe99b3166c1fd12d83,https://www.eventbrite.com/checkout-external?eid=626103541547,2023-06-15,21:30,2023-06-15,22:30,Online over ZOOM,28-B Western Express Highway,,HIC Immigration Consulting Inc.,https://www.eventbrite.com/o/hic-immigration-consulting-inc-63853728013,https://www.eventbrite.com/e/canada-immigration-live-qa-mumbai-tickets-626103541547
92,"SCAD Summer Workshop Mumbai, India: Branding and The Art of Communication",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F518457759%2F1552299934583%2F1%2Foriginal.20230519-142906?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=240%2C0%2C800%2C400&s=e7521cafe11549f5f71239f017b652b6,https://www.eventbrite.com/checkout-external?eid=639349781407,2023-07-03,10:00,2023-07-07,18:00,COGS Early Advising,Vile  Parle,,SCAD: Savannah College of Art and Design,https://www.eventbrite.com/o/scad-savannah-college-of-art-and-design-65830690553,https://www.eventbrite.com/e/scad-summer-workshop-mumbai-india-branding-and-the-art-of-communication-tickets-639349781407
93,Street Meetup at Koregaon Park on 25th June - Pune by KickAzz,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532135979%2F1596303417783%2F1%2Foriginal.20230608-164607?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6912%2C3456&s=bcf24f613ce14d1432c1763c19b395b2,https://www.eventbrite.com/checkout-external?eid=654073991917,2023-07-25,18:00,2023-07-25,20:00,Koregaon Park,Koregaon Park,,Kickazz,https://www.eventbrite.com/o/kickazz-67027781943,https://www.eventbrite.com/e/street-meetup-at-koregaon-park-on-25th-june-pune-by-kickazz-tickets-654073991917
94,Navigating your career in Tech,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F477468339%2F1047584908523%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=97c02a5f9a98dffa6d158b54e6709f45,https://www.eventbrite.com/checkout-external?eid=598858340417,2023-08-06,10:00,2023-08-06,12:00,Tech4Leap,"Waters Edge, Vishal Nagar",Pimple Nilakh,Tech4Leap,https://www.eventbrite.com/o/tech4leap-63292194603,https://www.eventbrite.com/e/navigating-your-career-in-tech-tickets-598858340417
95,New Acropolis Celebrates Human Values Through Culture,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F520122189%2F213611455990%2F1%2Foriginal.20230522-200119?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C141%2C928%2C464&s=f6c1dc03b5f60ac54d4c90243d63d2cc,https://www.eventbrite.com/checkout-external?eid=640827180347,2023-06-10,18:00,2023-06-10,20:30,Chemould Prescott Road,G. Talwatkar Marg,,New Acropolis India ,https://www.eventbrite.com/o/new-acropolis-india-30948762389,https://www.eventbrite.com/e/new-acropolis-celebrates-human-values-through-culture-tickets-640827180347
96,India Expo- Integrity Events limited,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F321005099%2F228578583592%2F1%2Foriginal.20220719-154037?w=320&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C320%2C160&s=17ad31628ea49e5fa64c607700c8e199,https://www.eventbrite.com/checkout-external?eid=360420245657,2023-09-02,09:00,2023-09-03,19:00,"Trident Hotel, Nariman Point Mumbai",Marine Drive,,Integrity Events Limited ,https://www.eventbrite.co.uk/o/integrity-events-limited-18263502829,https://www.eventbrite.co.uk/e/india-expo-integrity-events-limited-tickets-360420245657
97,Mumbai 2023 Venture Capital World Summit,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F201338329%2F626217048%2F1%2Foriginal.20211215-140558?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=db0e97f1760fe0bdc0c192f3d1278bed,https://www.eventbrite.com/checkout-external?eid=151091112585,2023-10-17,09:00,2023-10-17,15:00,TBA,TBA,,Venture Capital World Summit OU,https://www.eventbrite.com/o/venture-capital-world-summit-ou-30368570276,https://www.eventbrite.com/e/mumbai-2023-venture-capital-world-summit-tickets-151091112585
98,Patchworks with Fabrics,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F517367149%2F1297865715663%2F1%2Foriginal.20230518-051311?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C11%2C1316%2C658&s=b1fcfa2e9767194e26166a698e7b2507,https://www.eventbrite.com/checkout-external?eid=638489518337,2023-06-17,09:00,2023-06-17,11:00,Sanjay Gandhi National Park,Borivali (E),,ConnectFor,https://www.eventbrite.com/o/connectfor-57764741393,https://www.eventbrite.com/e/patchworks-with-fabrics-tickets-638489518337
99,The Art of Mind Control,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F494187659%2F1507003493593%2F1%2Foriginal.20230417-111402?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C380%2C1200%2C600&s=bc1248708e0819c2313849bb683618c9,https://www.eventbrite.com/checkout-external?eid=618969383087,2023-06-10,17:30,2023-06-10,20:30,Hare Krishna Mandir,105 Baner Road,,FOLK | Youth Empowerment club,https://www.eventbrite.com/o/folk-youth-empowerment-club-64531096633,https://www.eventbrite.com/e/the-art-of-mind-control-tickets-618969383087
100,How to Improve Your Memory - Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409246279%2F768571642273%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7e4f71281e6edb1fe4596714d1ffeb3f,https://www.eventbrite.com/checkout-external?eid=487969137827,2023-06-14,20:30,2023-06-14,21:30,Mumbai,[ONLINE EVENT],,Iris Reading,https://www.eventbrite.com/o/iris-reading-58158045383,https://www.eventbrite.com/e/how-to-improve-your-memory-mumbai-tickets-487969137827
